PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG
0,7.525053827871547,4.02244117607205,0.6674617583915232,0.3866085687539325,515.1368387926867,75.77904181860224,68.16263644193096,free,e,u,free,e,s,801.43,728.17,364.2,741.87,33.26948264596993,11.76602082
0,6.57279780534628,4.497661623572749,0.6519482965998245,0.36914948716441676,343.90608424168863,72.2208423335442,80.20044101557839,free,e,u,free,e,s,801.43,728.17,364.2,741.87,37.24665977793397,11.71598751
0,7.553740050073118,4.016416075989123,0.694597621241901,0.3869991853422911,171.73079249646327,76.42803230357563,68.0300388740992,free,e,u,free,e,s,801.43,728.17,364.2,741.87,33.32695964613511,11.66748126
0,7.525053827871547,4.02244117607205,0.6674617583915232,0.3866085687539325,515.1368387926867,75.77904181860224,68.16263644193096,free,e,u,free,e,s,801.43,728.17,364.2,741.87,33.26948264596993,11.76602082
0,6.57279780534628,4.497661623572749,0.6519482965998245,0.36914948716441676,343.90608424168863,72.2208423335442,80.20044101557839,free,e,u,free,e,s,801.43,728.17,364.2,741.87,37.24665977793397,11.71597905
0,7.553740050073118,4.016416075989123,0.694597621241901,0.3869991853422911,171.73079249646327,76.42803230357563,68.0300388740992,free,e,u,free,e,s,801.43,728.17,364.2,741.87,33.32695964613511,11.66748416
0,7.525053827871547,4.02244117607205,0.6674617583915232,0.3866085687539325,515.1368387926867,75.77904181860224,68.16263644193096,free,e,u,free,e,s,801.43,728.17,364.2,741.87,33.26948264596993,11.76602082
0,6.57279780534628,4.497661623572749,0.6519482965998245,0.36914948716441676,343.90608424168863,72.2208423335442,80.20044101557839,free,e,u,free,e,s,801.43,728.17,364.2,741.87,37.24665977793397,11.71599643
0,7.553740050073118,4.016416075989123,0.694597621241901,0.3869991853422911,171.73079249646327,76.42803230357563,68.0300388740992,free,e,u,free,e,s,801.43,728.17,364.2,741.87,33.32695964613511,11.66750297
0,5.388485543261876,2.767557336619913,0.6134042386363059,0.37484368882498237,646.2202883380108,55.73456485954782,90.23397777180003,free,y,s,distr,y,h,1466.4,709.97,2587.67,305.43,41.44778801227552,11.74914463
0,5.7205401223245715,2.633004049145376,0.6322855832285933,0.39284901369189545,703.1565352116642,59.898414403272334,95.79093603447485,free,y,s,distr,y,h,1466.4,709.97,2587.67,305.43,40.37501514087088,11.74909577
0,5.407529114135492,2.4571031556078218,0.5900752243433328,0.39407836101189786,428.1951834310219,58.26457840362514,105.74059247998454,free,y,s,distr,y,h,324.43,173.64,2587.67,305.43,42.16374695377763,11.67981142
0,5.463723026909579,2.6365341450692874,0.5722001729794437,0.36845703937964935,245.4999265534699,54.342817462036926,96.63972891257019,free,y,s,distr,y,h,324.43,173.64,2587.67,305.43,46.844923662624055,11.61346666
0,5.7205401223245715,2.633004049145376,0.6322855832285933,0.39284901369189545,703.1565352116642,59.898414403272334,95.79093603447485,free,y,s,distr,y,h,1466.4,709.97,2587.67,305.43,40.37501514087088,11.74909577
0,4.985033032569439,2.7874034369206466,0.6604437170086151,0.3519896258252987,444.716952928607,53.4596384709471,90.20459714940851,free,y,s,distr,y,h,326.49,173.8,2587.67,305.43,45.38452082007061,11.67981101
0,5.545800949984069,2.8070529473443013,0.6543964507968896,0.382614492638802,211.08291127863907,53.60993825128608,90.42094004110008,free,y,s,distr,y,h,326.49,173.8,2587.67,305.43,44.18889529331517,11.61347477
0,5.7205401223245715,2.633004049145376,0.6322855832285933,0.39284901369189545,703.1565352116642,59.898414403272334,95.79093603447485,free,y,s,distr,y,h,1466.4,709.97,2587.67,305.43,40.37501514087088,11.74909577
0,4.9549311080406495,2.593832185097363,0.5894136811672617,0.3951758424020069,417.86930548340644,55.74079131307071,96.954869713335,free,y,s,distr,y,h,324.43,173.64,2587.67,305.43,42.09667614525447,11.67978758
0,4.982809927007928,2.668124508926428,0.5883106639046453,0.369139245392537,235.6313878361256,53.23163867549018,105.92797407390913,free,y,s,distr,y,h,324.43,173.64,2587.67,305.43,45.65708388069525,11.61344645
0,5.856032764859239,4.508244567764482,0.7127674102343857,0.2815319215527277,275.81685993072745,51.748686765916304,73.08025311998159,free,y,h,free,e,u,3313.08,212.76,3635.85,690.65,46.08233014115486,12.37031683
0,5.312388486820265,4.222227352815955,0.7085490919322167,0.26314403378352175,282.891195375688,47.01741205517351,61.634866382293254,free,y,h,free,e,u,3313.08,212.76,3635.85,690.65,41.759225732042545,12.37029545
0,5.602025646887531,4.64951437650971,0.6458286834355296,0.2682822712759571,199.18661726233475,45.04056671161325,71.81283873964688,free,y,h,free,e,u,813.97,185.77,3635.85,690.65,43.496764934046226,12.34028161
3,5.166315010511225,4.056170962660018,0.712982651837191,0.24571297460290104,101.59408579316779,52.05855400785861,69.4078400100417,free,y,h,free,e,u,481.36,181.43,2932.82,195.54,39.00220263391696,12.31121293
0,5.312388486820265,4.222227352815955,0.7085490919322167,0.26314403378352175,282.891195375688,47.01741205517351,61.634866382293254,free,y,h,free,e,u,3313.08,212.76,3635.85,690.65,41.759225732042545,12.37029545
0,5.961759139746453,4.52444159905584,0.6897744126969677,0.2766197551058269,179.2430995133692,26.83382331256202,61.71842637290284,free,y,h,free,e,u,813.97,186.0,3635.85,690.65,43.16085587906231,12.34027502
3,6.057561735455762,4.081156744845608,0.6168674777958384,0.2433976040728501,98.59558755746738,25.450822199464753,61.79348765632692,free,y,h,free,e,u,465.57,182.0,2932.81,195.54,37.95329413628346,12.31120974
0,5.312388486820265,4.222227352815955,0.7085490919322167,0.26314403378352175,282.891195375688,47.01741205517351,61.634866382293254,free,y,h,free,e,u,3313.08,212.76,3635.85,690.65,41.759225732042545,12.37029545
0,6.075798162745941,4.577865682398937,0.6033741139275626,0.2462547337992422,179.61111846210866,51.39334831113566,61.830549743651744,free,y,h,free,e,u,833.96,185.09,3635.85,690.65,45.775608141876305,12.34029183
3,6.26749356889497,4.3392432251753705,0.6850540687329925,0.2504068128123153,99.58710875880845,52.438970248803706,36.14697246827587,free,y,h,free,e,u,501.1,181.25,2878.83,195.5,44.101136441019605,12.31123208
0,5.879644163441864,1.943382557658366,0.7882363822297074,0.2612730706589801,414.09680965624113,96.11298367723101,47.5729527805996,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,65.31980670626525,11.87287095
0,5.905332382980946,2.324687602375422,0.750487487868859,0.2569797095770957,386.3924393220682,94.9920311559544,46.81752192715306,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,62.92022658665373,11.87284347
0,5.6709312571726045,2.282002039446884,0.7593630147040983,0.2556839812349736,241.7731181267205,91.93581141479176,47.48827338455646,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88704117762418,11.83249701
0,5.669671664993557,2.256798575682557,0.7646049974663303,0.25507463849908374,122.06038621586556,91.95158452104337,48.038118781236705,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88650147256263,11.79336932
0,5.669671664993557,2.256867735693301,0.7646049974663303,0.25507463849908374,0.9177471588241779,91.95158452112105,48.038118781236705,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88650147256263,11.75540571
0,5.905332382980946,2.324687602375422,0.750487487868859,0.2569797095770957,386.3924393220682,94.9920311559544,46.81752192715306,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,62.92022658665373,11.87284347
0,5.6709312571726045,2.282002039446884,0.7593630147040983,0.2556839812349736,241.7731181267205,91.93581141479176,47.48827338455646,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88704117762418,11.83249077
0,5.669671664993557,2.256798575682557,0.7646049974663303,0.25507463849908374,122.06038621586556,91.95158452104337,48.038118781236705,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88650147256263,11.79395431
0,5.669671664993557,2.256867735693301,0.7646049974663303,0.25507463849908374,0.9177471588241779,91.95158452112105,48.038118781236705,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88650147256263,11.75539159
0,5.905332382980946,2.324687602375422,0.750487487868859,0.2569797095770957,386.3924393220682,94.9920311559544,46.81752192715306,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,62.92022658665373,11.87284347
0,5.6709312571726045,2.282002039446884,0.7593630147040983,0.2556839812349736,241.7731181267205,91.93581141479176,47.48827338455646,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88704117762418,11.83250579
0,5.669671664993557,2.256798575682557,0.7646049974663303,0.25507463849908374,122.06038621586556,91.95158452104337,48.038118781236705,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88650147256263,11.79336932
0,5.669671664993557,2.256867735693301,0.7646049974663303,0.25507463849908374,0.9177471588241779,91.95158452112105,48.038118781236705,free,e,s,foc,e,u,394.74,767.75,1983.4,299.33,69.88650147256263,11.75541047
0,4.984803275374982,4.472179556269214,0.6390136221710025,0.2643491168813283,552.908303322828,36.92843423233367,82.35727378222566,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,39.98021801111033,11.22286933
0,5.399493065569477,4.417284666167797,0.6172324335222905,0.2519934081803447,520.1396826097994,38.71778482061256,71.25950200491549,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,39.34494165921962,11.22282963
0,4.96910492190003,4.258513242019631,0.577315673021701,0.28100244467889957,348.6976384580198,36.05546277229785,80.18993692177226,distr,e,u,free,e,u,925.36,181.87,138.53,411.75,37.33990648785881,11.16857777
0,4.997526215525901,4.464856485886932,0.6687197700378417,0.2728304382788095,181.14341544433256,34.47629883990616,81.48989521971609,distr,e,u,free,e,u,355.76,177.88,138.53,411.75,39.61896146652581,11.11601072
0,5.399493065569477,4.417284666167797,0.6172324335222905,0.2519934081803447,520.1396826097994,38.71778482061256,71.25950200491549,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,39.34494165921962,11.22282963
0,5.021012704484453,4.453607984995579,0.6409913332576831,0.26148506033725055,355.85823698254904,19.971038805918784,81.49815940769747,distr,e,u,free,e,u,1909.3,165.27,138.53,411.75,39.60408448453762,11.16857676
0,5.643778325794062,4.398102959610424,0.6365506651627193,0.2769783858611242,164.9673129394983,36.377900886141994,73.02522303388103,distr,e,u,free,e,u,373.78,183.02,138.53,411.75,40.078541057022946,11.11602763
0,5.399493065569477,4.417284666167797,0.6172324335222905,0.2519934081803447,520.1396826097994,38.71778482061256,71.25950200491549,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,39.34494165921962,11.22282963
0,5.636847287915782,4.416717654544895,0.6376240244563709,0.27645400833791767,329.7903796339797,36.415954451463755,74.70320916817951,distr,e,u,free,e,u,548.54,194.9,138.53,411.75,40.08231659169509,11.16858303
0,5.065649247735922,4.232805071011431,0.6283324451237172,0.26661127546446506,184.40467719742932,36.13052505131927,84.40858482529728,distr,e,u,free,e,u,358.94,176.6,138.53,411.75,41.51027559706135,11.1160083
0,5.401941553981385,3.4344854625464367,0.7920250506421482,0.2207624331929475,390.54103869655023,62.01802771425754,73.36772648500616,distr,e,u,free,y,h,1867.55,234.08,2356.35,560.55,86.18503810376599,11.9281727
0,4.850681557024678,3.356438404293624,0.7749449795556445,0.2154012150802738,437.57004840444984,60.88886690044267,84.42090792569705,distr,e,u,free,y,h,1867.55,234.08,2356.35,560.55,87.77746771033596,11.92814216
3,5.672826890838359,3.0736978154785914,0.7947390069712443,0.1952505969247024,302.55947840959004,64.8098908080842,73.23991803135624,distr,e,u,free,y,h,489.61,175.89,2886.28,195.34,88.7449895873248,11.88476793
3,4.721784814757448,3.2935951250689652,0.7178824058655967,0.22694244467134433,141.97506516265307,60.782338793676146,76.97693604270604,distr,e,u,free,y,h,489.61,175.89,2886.28,195.34,79.41083490705051,11.8433051
3,5.5987290588801635,3.2168619799675544,0.7931653141050669,0.22574972767538803,1.0399149207228524,64.35324282959469,71.68450335117132,distr,e,u,free,y,h,489.61,175.89,2886.28,195.34,78.50082482635375,11.80245882
0,4.850681557024678,3.356438404293624,0.7749449795556445,0.2154012150802738,437.57004840444984,60.88886690044267,84.42090792569705,distr,e,u,free,y,h,1867.55,234.08,2356.35,560.55,87.77746771033596,11.92814216
4,5.535687066995132,3.2460200463054494,0.7356111473807165,0.1987117049917893,262.7616367108534,65.1689057712114,72.78480438417608,distr,e,u,free,y,h,1047.2,177.9,2886.28,195.34,88.96867913225717,11.88475178
5,5.575192096943748,2.981408820700013,0.8241968042273247,0.22552586022977827,148.70320926979895,63.82566527465388,71.63275928673998,distr,e,u,free,y,h,2462.68,187.56,2886.28,195.34,78.98762309601844,11.84328215
5,5.576684105912079,2.9814358537011483,0.7639918176989556,0.22552586022977827,1.0398825823062874,63.825663688015815,71.64437646433817,distr,e,u,free,y,h,2462.68,187.56,2886.28,195.34,78.9410983221909,11.80246054
0,4.850681557024678,3.356438404293624,0.7749449795556445,0.2154012150802738,437.57004840444984,60.88886690044267,84.42090792569705,distr,e,u,free,y,h,1867.55,234.08,2356.35,560.55,87.77746771033596,11.92814216
4,5.564507553094331,3.508912656157032,0.69442490783741,0.20881243691773096,260.3979523889012,65.87330706448284,77.17595081634057,distr,e,u,free,y,h,500.0,200.0,2886.28,195.34,86.70194287444365,11.88477936
5,5.342193407071978,3.3676112593796574,0.7041976178463478,0.2095874276575154,151.46314946107705,69.09589311548889,84.53625273042901,distr,e,u,free,y,h,2956.94,197.36,2886.28,195.34,91.0891563415178,11.84330907
5,5.342193407071978,3.3676112593796574,0.7041976178463478,0.2095874276575154,1.0591828633641742,69.09589311548889,84.53625273042901,distr,e,u,free,y,h,2956.94,197.36,2886.28,195.34,91.0891563415178,11.80248048
0,5.25277082326668,2.314044748585743,0.628144606224532,0.1349130042430856,243.79921363643578,31.653472169547587,74.88943062455745,foc,e,s,distr,y,u,58.26,254.49,1961.04,223.67,74.03301793954142,11.5494686
0,4.592950967776339,2.2292563695338683,0.5683164596952417,0.14050780830504947,263.2363907995397,31.25400818801889,76.0056676119799,foc,e,s,distr,y,u,58.26,254.49,1961.04,223.67,68.88982244223719,11.54945028
1,5.26323214898927,2.3198633242511715,0.6244428021776722,0.13832284946760132,161.81855010913927,31.71465725876489,73.4687186930256,foc,e,s,distr,y,u,58.26,254.49,1727.25,213.81,73.9903558194057,11.52248231
3,5.274120749146299,2.3190636286897273,0.6296749927502414,0.13829526593154318,81.20008734981664,31.656256042999964,43.65972385628216,foc,e,s,distr,y,u,453.58,189.26,2790.44,200.64,73.99067934850339,11.49639291
4,5.441706383920028,2.007259454367394,0.6465211209814807,0.13975142786085293,1.0398103150278482,32.90469501886097,42.88985932900093,foc,e,s,distr,y,u,1916.89,183.23,2790.44,200.64,68.51314275489244,11.47056211
0,4.592950967776339,2.2292563695338683,0.5683164596952417,0.14050780830504947,263.2363907995397,31.25400818801889,76.0056676119799,foc,e,s,distr,y,u,58.26,254.49,1961.04,223.67,68.88982244223719,11.54945028
3,4.930200233239284,2.062074467852842,0.6283042086783045,0.1373628478417973,180.43257226447707,35.7022696709557,72.84492279296231,foc,e,s,distr,y,u,156.52,242.37,2896.08,198.18,67.14781999611742,11.52249568
4,4.594974598703785,2.2659724949066704,0.5683209158325978,0.14027285106069023,88.32435197803754,31.20094268210815,75.98280738743158,foc,e,s,distr,y,u,1660.08,193.08,2896.08,198.18,68.98572580066576,11.49639324
4,4.6515163868169696,2.3703020619967456,0.6422694874110212,0.13203724137406564,1.0257713050451245,29.93360074340273,80.46522241099639,foc,e,s,distr,y,u,4561.95,81.82,2896.08,198.18,73.26044461902113,11.47055917
0,4.592950967776339,2.2292563695338683,0.5683164596952417,0.14050780830504947,263.2363907995397,31.25400818801889,76.0056676119799,foc,e,s,distr,y,u,58.26,254.49,1961.04,223.67,68.88982244223719,11.54945028
3,4.930200233239284,2.062074467852842,0.6283042086783045,0.1373628478417973,180.43257226447707,35.7022696709557,72.84492279296231,foc,e,s,distr,y,u,156.52,242.37,2896.08,198.18,67.14781999611742,11.52249754
4,4.594974598703785,2.2659724949066704,0.5683209158325978,0.14027285106069023,88.32435197803754,31.20094268210815,75.98280738743158,foc,e,s,distr,y,u,1520.19,198.44,2896.08,198.18,68.98572580066576,11.49640193
5,4.633913657046356,2.1134350494567706,0.5959806179945242,0.1400801140532769,0.9577720618030519,35.564187404598044,80.05934978931921,foc,e,s,distr,y,u,2586.4,157.56,2896.08,198.18,76.49774669127518,11.46998659
0,6.706128764895035,2.233806588663212,0.730502326672213,0.1282839754232545,397.865062016972,49.407374161621824,80.11807110492607,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,61.52250912009358,12.14157935
0,6.92717147742692,2.001737188508729,0.7572316890679577,0.1288812376666623,453.50137753468937,51.28407151186073,75.74269566105727,foc,y,h,free,e,s,1976.28,407.9,2528.11,229.78,56.08253916912909,12.14154882
