PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,PRSCS_LB,PRSCS_UB,SCS,FTG_HUM_1_LB,FTG_HUM_1_UB,FTG_HUM_1,FTG_HUM_2_LB,FTG_HUM_2_UB,FTG_HUM_2
0,6.054243145862087,2.9677028886044026,0.7283545017909968,0.2008364811397636,676.7239425581483,92.01070665042411,90.765654647043,free,e,s,free,e,h,3992.77,789.41,1400.13,767.97,62.56241446350107,11.19722639,,,,,,,,,
0,6.416097894970773,3.8236103154407983,0.6371552704558235,0.11008707804427881,472.63316249924833,71.14529242735486,63.09969402037022,free,e,s,free,e,h,3992.77,789.41,1400.13,767.97,64.56833970693997,11.19720196,,,,,,,,,
0,6.297344791485258,2.1944933707088397,0.5131059841224866,0.30558498371840404,662.1601200327643,77.89024739630239,36.18307338640442,free,e,s,free,e,h,3992.77,789.41,1400.13,767.97,44.9373443059898,11.19720196,,,,,,,,,
0,7.1945581778348515,3.2588096383106877,0.5509997787259782,0.20319949167956763,694.6682265819338,98.65783775004101,47.86972709441886,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,54.05860900790801,11.53259813,,,,,,,,,
0,7.430067770041184,2.7905318928341885,0.7826377448186668,0.3040602551964621,320.380819357304,72.37496152729815,93.66873506902064,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,47.6286305875619,11.53255844,,,,,,,,,
0,5.777769868862153,2.8129076412382146,0.5876286464596396,0.11709295388746083,459.4956093159948,91.87056537207883,56.960301090660536,distr,e,u,foc,y,s,1786.86,164.57,1354.43,361.91,62.73884794979242,11.47528921,,,,,,,,,
4,7.026574936122437,2.197690614143043,0.5151469764847681,0.18055594335288244,461.3727909035905,90.77177332796133,58.40098200390541,distr,e,u,foc,y,s,1114.93,151.18,2876.81,194.16,57.231952810197065,11.36610405,,,,,,,,,
0,5.92505552757221,4.331066853944874,0.5343996836792982,0.17640097275740269,574.0270049989037,31.61538546086046,76.23155292110626,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,84.8248004287159,11.53255844,,,,,,,,,
0,6.015910533911898,2.045406087714735,0.7577887523597255,0.1687393369378149,662.8214449330183,67.92469143682725,83.00015625877819,distr,e,u,foc,y,s,266.63,131.84,1354.43,361.91,46.519415706931895,11.47529288,,,,,,,,,
0,5.884521993142644,2.275031698907586,0.531247483681513,0.13874778788361097,254.35433874119323,57.99146026679324,80.43024616267611,distr,e,u,foc,y,s,266.04,133.01,1354.43,361.91,84.66642424500122,11.4198241,,,,,,,,,
0,6.818189819743778,3.389359820968399,0.7469869491626536,0.13638403937162016,542.9707560509071,35.725729409463526,48.64588976251713,distr,e,u,foc,y,s,266.04,133.02,1354.43,361.91,85.86425111344083,11.36611201,,,,,,,,,
0,7.006245194183707,3.330753455717732,0.6652896195978106,0.1581577920922736,681.4525602582812,49.07700605509898,66.1776366985342,distr,e,u,foc,y,s,4231.44,255.66,1354.43,361.91,84.32365398913248,11.53255844,,,,,,,,,
0,5.14888297878958,4.187610217186743,0.552933017047237,0.1575381091686564,637.6773875820803,64.70974259191374,60.50678094839855,distr,e,u,foc,y,s,843.41,185.28,1354.43,361.91,93.26561106809012,11.47528924,,,,,,,,,
3,5.671447053242057,2.222038290081889,0.5889359758774732,0.11178868345015702,316.74490845994376,78.25351158612588,43.796365259784515,distr,e,u,foc,y,s,297.59,133.19,2876.81,194.16,47.73968593030945,11.36612177,,,,,,,,,
1,6.263423439205201,3.8387693551840343,0.7799859870245647,0.3196370375215053,549.492050937452,51.76339036718281,95.48286931324185,distr,e,h,foc,e,u,647.35,191.87,3922.45,696.76,57.465059310509986,11.25152727,,,,,,,,,
2,6.3377335236522345,2.496589517202374,0.6989921607492803,0.1566264364600133,327.2576715450497,74.47499710905873,93.88244323282419,distr,e,h,foc,e,u,647.35,191.87,2970.5,198.32,85.59951999529177,11.20475649,,,,,,,,,
2,6.449571849580841,3.6863142251999705,0.690189216523391,0.1280570852362674,461.5656028731377,68.73583669463767,55.48762712569062,distr,e,h,foc,e,u,647.35,191.87,2970.5,198.32,54.38417078547146,11.15940283,,,,,,,,,
0,5.060304893976982,4.307768231411661,0.7663613242082912,0.1220853372771379,538.5123053260868,92.44522916353337,88.19304124713202,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,66.0106252826356,11.16930542,,,,,,,,,
0,7.160304045419844,2.1645892469738115,0.5476400762805747,0.20971353310868504,437.7942598295939,35.759559057057174,95.65091701094671,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,55.23945911971206,11.16926877,,,,,,,,,
1,6.457107190696395,3.558984991865299,0.7103022735824602,0.205389360316875,260.79180722455294,92.37277214649961,85.14111242246437,foc,e,s,foc,e,s,402.89,183.86,3785.3,270.22,96.5302572390276,11.09418635,,,,,,,,,
0,6.047678674197922,2.0165314674554287,0.5026311509692094,0.13519882930768523,613.8860556297138,73.45164416280177,78.34874387159854,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,46.17145854802877,11.16926877,,,,,,,,,
0,6.817951407337403,3.445494261885403,0.511462956014891,0.3464406142162647,570.1390837982517,81.69403645088268,52.24880460225427,foc,e,s,foc,e,s,4261.88,758.2,3785.3,270.22,95.43260901591844,11.16926877,,,,,,,,,
1,5.88691877991338,4.123368701965964,0.6958268881774574,0.3429715461178361,590.7473080031307,55.91047110883602,42.33886443469639,free,y,s,distr,y,u,378.77,163.12,1329.85,255.25,63.17210029344367,11.38324365,,,,,,,,,
1,6.422064474503954,3.2785556305251102,0.6181945271773888,0.2080961428422934,262.3076321259069,67.6525292730048,74.04219741118638,free,y,s,distr,y,u,378.77,163.12,1329.85,255.25,76.84063893160057,11.32375454,,,,,,,,,
1,7.13139632900711,3.415405228525615,0.7507647890637102,0.22959656001603795,375.59676802370376,73.30642331311842,81.78406164570661,free,y,s,distr,y,u,378.77,163.12,1329.85,255.25,61.68106830797444,11.26621843,,,,,,,,,
1,6.2688599115015435,2.008964531976679,0.6598972482552496,0.24164879881236187,619.4362671830506,54.03871498710063,57.84385800531874,free,y,s,free,e,u,615.86,192.81,1142.11,759.64,81.97548319713025,12.32227142,,,,,,,,,
1,7.090852655991961,2.8865296124749515,0.5378614574102107,0.3814883030143358,459.08320743220656,41.79153865865941,76.97159666612978,free,y,s,free,e,u,615.86,192.81,1371.8,217.54,93.81362326714336,12.28255262,,,,,,,,,
1,5.642645870265666,3.9966489567531913,0.6817203210380891,0.13010175596260531,363.8739054339401,44.15154312898365,49.86844187849768,free,y,s,free,e,u,537.9,195.31,1172.11,759.79,45.26229930912094,12.32227979,,,,,,,,,
1,6.075666565196855,4.068644368585886,0.5760953015510809,0.24898435990665882,616.2612650716139,58.427734303956285,94.58133221804113,free,y,s,free,e,u,537.9,195.31,1371.8,217.54,69.27565537235537,12.28256139,,,,,,,,,
1,7.4345285906816585,3.9355045269206723,0.5906934047133762,0.2183881118466447,685.1714706308512,50.23234298321056,99.91588355633941,free,y,s,free,e,u,519.91,196.0,1142.11,759.64,78.76858563717944,12.32228789,,,,,,,,,
1,7.12957714518213,3.8233523322670653,0.7106242005890017,0.1536181592483513,275.196616631139,86.40717355625031,54.67543411022165,free,y,s,free,e,u,519.91,196.0,1371.8,217.54,75.21008783003471,12.28256613,,,,,,,,,
0,7.463913546598436,3.726551455618191,0.6311480340691241,0.18053713474288363,609.2111936245653,96.90396565246343,83.02687129686423,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,75.8789146859946,11.74627951,,,,,,,,,
0,5.873880931849089,2.2235560281163353,0.75892678110394,0.30438660760751146,515.4174059134918,75.4651602713803,92.72158937353099,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,58.4355525649145,11.74625508,,,,,,,,,
0,5.851665668373068,3.952405666998048,0.6431671627715103,0.1867813770603053,403.1404406954014,71.93460511214082,73.99606822750096,distr,e,u,distr,y,h,246.95,120.77,4004.57,246.63,47.81210473651218,11.70956329,,,,,,,,,
0,7.2021775798404875,3.118825233830914,0.5305002326241607,0.2902295540688832,385.9843242047649,64.3828292643343,84.54698143608198,distr,e,u,distr,y,h,245.91,122.83,4004.57,246.63,40.058765506639745,11.67338544,,,,,,,,,
0,5.7955476690056384,4.063760259765976,0.7991559070156766,0.11334268623548566,475.5063808332095,58.705526655060375,50.221493347131485,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,45.296618561134906,11.74625508,,,,,,,,,
0,5.9515023081641,3.396279008886539,0.6819166228986044,0.33213027035177145,438.623177136736,75.51390280314527,84.50478867434717,distr,e,u,distr,y,h,246.95,120.77,4004.57,246.63,63.360493795278764,11.70956403,,,,,,,,,
0,6.9592773017492595,3.387200555044104,0.619368779901936,0.22311838566856662,654.9378958819198,98.7375875389176,98.1962044752761,distr,e,u,distr,y,h,245.91,122.83,4004.57,246.63,79.02303284119785,11.67337228,,,,,,,,,
0,5.798750791134011,2.4410797162572426,0.6666695524953548,0.2758206666479931,471.18979068601845,58.87723339805045,77.46523034520067,distr,e,u,distr,y,h,1975.07,415.23,4004.57,246.63,93.29248076737798,11.74625508,,,,,,,,,
0,6.491072341731372,2.355669984736745,0.6926037845045894,0.32662843226070115,407.242323204308,60.2472548152991,31.42840849906901,distr,e,u,distr,y,h,326.88,162.15,4004.57,246.63,70.54914620818751,11.7095537,,,,,,,,,
0,6.802289935492642,4.0504641500281275,0.6990828035388332,0.29638643395828723,582.8628329110707,94.0606127559489,72.17190646886655,distr,e,u,distr,y,h,245.91,122.83,4004.57,246.63,56.801836623501124,11.67336019,,,,,,,,,
1,6.786369337706812,4.404456225252235,0.7976587986373125,0.20449274710135218,517.583656245831,85.72185044998149,75.14705751679716,distr,y,s,distr,e,u,693.8,191.03,3411.67,750.93,49.48115682474934,11.17900699,,,,,,,,,
2,6.3563671748884625,2.86430073849204,0.6762857655457963,0.23702546120875928,642.9311264759915,81.36833654219423,65.2444186603047,distr,y,s,distr,e,u,693.8,191.03,1726.65,194.84,75.71713510593499,11.13342642,,,,,,,,,
1,6.323604352107633,3.476511825317464,0.6134415415111452,0.2034886239399295,412.6655492288367,99.17216356467175,89.40145184299853,distr,y,s,distr,e,u,693.95,190.17,3411.67,750.93,43.791448589722485,11.17901294,,,,,,,,,
2,6.256735343900273,2.540955547474928,0.5843465648983543,0.3267932288901264,496.53094333516214,52.31740139181539,74.62751214336262,distr,y,s,distr,e,u,693.95,190.17,1587.6,194.37,44.45496237168888,11.13343223,,,,,,,,,
1,6.9400951694180595,3.1593144456318862,0.6768569312656968,0.15479030874229807,379.5968789357023,51.85805946833905,51.703346988024265,distr,y,s,distr,e,u,785.76,188.18,2076.39,195.5,46.11877321939815,11.17900699,,,,,,,,,
1,5.0976222203918145,3.117453562771691,0.7833693065970169,0.35210419879868526,323.58477261436764,55.23303275553845,85.97843911882038,free,e,s,foc,e,h,836.12,210.0,2641.97,178.4,92.38512418878858,11.24179038,,,,,,,,,
1,5.121243941312609,4.200495127434554,0.5959806516564022,0.21643537006757374,283.3785652259866,92.26823384685359,99.44235911968975,free,e,s,foc,e,h,817.12,209.57,2641.97,178.4,87.66323305948826,11.24178579,,,,,,,,,
1,6.664260850290388,3.0339509416031722,0.6695194815682247,0.15122387142314203,673.2395105481166,76.8739133918395,74.91953480431977,free,e,s,foc,e,h,830.12,209.87,2671.96,177.88,60.871047617537215,11.24178958,,,,,,,,,
0,5.3815840555711025,2.9217632354917864,0.513693872191724,0.3186959061001614,333.7588382717998,68.8314208822105,65.82438043328867,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,48.718228486162175,12.27885978,,,,,,,,,
0,6.68869519800473,3.6332132264906885,0.5393177641173283,0.3154734081074645,490.5394776851091,68.59615356535407,83.07445994415602,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,69.15332592663921,12.27882619,,,,,,,,,
0,7.235788527269955,3.7428457002146525,0.7186274440020768,0.24663015487419324,465.10865503874766,83.46131271531206,80.1456943512774,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,80.85817973962341,12.27882619,,,,,,,,,
0,7.384296628126297,3.8468791686462147,0.6064417955586612,0.37603383398539414,450.1896616688041,53.964570065042295,43.70029482889908,foc,e,u,free,y,h,1732.13,371.8,322.29,266.87,96.7606894178989,12.27882619,,,,,,,,,
0,5.401407163703163,2.4318622174186544,0.6091361031712416,0.23743521461685288,594.6499851713207,47.97421619556698,91.97749323543346,foc,y,u,foc,e,u,3572.83,278.65,1329.62,782.03,72.83485834378371,11.31752291,,,,,,,,,
0,5.016558191492484,4.319705286027042,0.551375225225781,0.11993791357342654,484.1367852161794,76.13478290273841,72.2120130805445,foc,y,u,foc,e,u,3572.83,278.65,1329.62,782.03,83.32256419402641,11.31748321,,,,,,,,,
0,6.094110157331034,3.9609506465956574,0.7983653945074576,0.18088519719599522,639.7676710164633,90.168356379952,70.26284310475697,foc,y,u,foc,e,u,1404.45,167.09,1329.62,782.03,85.82907074909794,11.263237,,,,,,,,,
3,6.7225870320114876,3.9424130144712164,0.6611219705214189,0.2831010237547936,297.6425239722536,59.86185710792419,80.24742360055399,foc,y,u,foc,e,u,500.38,185.11,2874.12,194.38,62.44800428526571,11.21125183,,,,,,,,,
0,6.240861523588884,2.498173411799037,0.6762688955253098,0.2818107334865937,540.3083818792433,47.59225613629099,76.12583920006603,foc,y,u,foc,e,u,3572.83,278.65,1329.62,782.03,77.98270878179324,11.31748321,,,,,,,,,
0,5.00439918567201,2.1609288641931856,0.6269444794624963,0.242384348187789,261.2457360627702,97.00377024400635,35.58807331399041,foc,y,u,foc,e,u,1405.24,166.13,1329.62,782.03,72.2549763068301,11.26322504,,,,,,,,,
3,5.997086969409894,2.127660600944076,0.5196692125747633,0.3628867535283824,352.41827777187154,42.968507366517535,79.58175582331737,foc,y,u,foc,e,u,471.53,185.7,2874.12,194.38,88.18741616165721,11.2112581,,,,,,,,,
0,5.164540828111988,3.1366744580448085,0.6259307336720347,0.1986608265210958,424.3074652956957,67.54714938806833,51.226173434337134,foc,y,u,foc,e,u,3572.83,278.65,1329.62,782.03,92.22866567099098,11.31748321,,,,,,,,,
0,6.595641131570464,2.3755290293887708,0.6633624472370309,0.137893189380601,283.99389667230116,49.34047486038781,82.82768968175645,foc,y,u,foc,e,u,1360.47,168.56,1329.62,782.03,48.90980666571582,11.26323948,,,,,,,,,
3,6.904886924980084,2.2860868178457356,0.543857950257089,0.21126692023532695,316.3713402152126,84.91314243064812,87.4862066935651,foc,y,u,foc,e,u,487.52,185.31,2874.12,194.38,61.23528535033128,11.21125759,,,,,,,,,
0,6.875067847597563,2.193674102657162,0.7841830337117245,0.1743250663404175,699.8981123761457,99.23867488758768,56.52638818262676,free,e,s,free,y,s,4161.81,215.39,2432.66,613.06,42.35493617109354,12.37729112,,,,,,,,,
0,5.358677530538591,4.214975790905917,0.558105137806119,0.2775134292205921,359.828753966651,32.93644179611023,65.62052182546475,free,e,s,free,y,s,4161.81,215.39,2432.66,613.06,63.874564253651556,12.37726363,,,,,,,,,
1,6.084964573816155,2.5121473264562217,0.7810692226770803,0.37852947204534504,390.23927109343583,33.296714433288386,59.231785121623176,free,e,s,free,y,s,402.49,174.57,2432.66,613.06,82.52519713087298,12.3013867,,,,,,,,,
0,5.680754861036305,2.0492997573321987,0.6409835491638564,0.36977110198160523,258.9727184132327,92.2969132181381,50.6563230891585,free,e,s,free,y,s,4161.81,215.39,2432.66,613.06,97.66651912374569,12.37726363,,,,,,,,,
1,6.616923182548302,2.4038341759966833,0.698605687108254,0.272298539208296,380.7633318685115,71.49570168154813,95.56565707571744,free,e,s,free,y,s,378.98,174.24,2432.66,613.06,68.29231676552442,12.30137526,,,,,,,,,
0,6.290332206998313,2.6509741523537174,0.792035848092953,0.29709561847324645,284.8145619245252,82.20340736222478,32.59794082537297,free,e,s,free,y,s,4161.81,215.39,2432.66,613.06,58.72621974994549,12.37726363,,,,,,,,,
1,5.560287466426563,2.138021621523322,0.5405951668942702,0.199413310245104,506.62989017529037,70.36602259268352,92.34221243480899,free,e,s,free,y,s,355.63,173.8,2432.66,613.06,32.10703094019538,12.30137698,,,,,,,,,
0,6.126849132528594,2.203438786366948,0.6368664023881762,0.11161327820134491,377.89648986165366,68.83495264647479,42.383726215403726,foc,y,u,distr,e,s,4329.73,386.37,1449.88,242.42,69.4318614239487,11.19477245,,,,,,,,,
0,6.8188780334615675,2.8121924352416965,0.7756615323199463,0.3982613083077158,398.5637286848063,54.89476602130043,95.30727467923167,foc,y,u,distr,e,s,4329.73,386.37,1449.88,242.42,60.13906107185676,11.19472359,,,,,,,,,
0,7.3311256020926,3.7360141596202903,0.7361927456214843,0.3978839508419785,663.5809057231145,61.14963852097574,37.69665238090388,foc,y,u,distr,e,s,2701.9,163.62,1449.88,242.42,46.59344423437636,11.12844566,,,,,,,,,
0,5.946787227303578,3.533238730365758,0.7371328656282565,0.3776613906755646,422.3344588112882,55.08161756386572,83.99694338382056,foc,y,u,distr,e,s,2701.9,163.62,1449.88,242.42,99.74350119182768,11.11011799,,,,,,,,,
0,5.13523765631491,3.822091483867386,0.7413166596684724,0.35562218498736475,279.51827083232513,37.82623774057933,74.57645845182614,foc,y,u,distr,e,s,4329.73,386.37,1449.88,242.42,73.74694188362234,11.19472359,,,,,,,,,
0,5.226849754566029,4.259908496450338,0.7138628294308595,0.19561215500867865,619.5369384289822,72.42501938375386,48.383096042900675,foc,y,u,distr,e,s,4329.73,386.37,1449.88,242.42,45.40785396504148,11.19472359,,,,,,,,,
0,5.970348355016169,2.8980231865489143,0.7088174266296959,0.39351674249603585,504.4379258983057,35.77462030266718,68.30018998278999,foc,y,u,distr,e,s,2701.9,163.62,1449.88,242.42,87.91772470890885,11.12842676,,,,,,,,,
0,7.046180381020152,4.267549566002636,0.5419910686175,0.10231106129775153,319.9543393121849,88.6533264128623,75.34832828533573,foc,y,u,distr,e,s,2701.9,163.62,1449.88,242.42,30.1816451622996,11.11012214,,,,,,,,,
1,6.684195140299677,2.3530315564525646,0.5381926574813898,0.3964451925635709,621.1707931686835,95.136405785839,59.99800954935611,distr,e,h,free,e,u,579.94,193.98,1310.66,190.93,43.74598158051224,11.2203973,,,,,,,,,
1,6.092142271215817,3.229903573922936,0.7370083954461693,0.35038570192026797,544.3271211348647,80.98360297846466,46.85215198469797,distr,e,h,free,e,u,761.49,187.5,1500.49,362.55,86.01526029187535,11.26011115,,,,,,,,,
0,5.50790086030343,2.3048005386962505,0.6377798690677284,0.2849005124291165,498.5747386821174,43.24005606684943,97.71736040730222,distr,y,u,distr,e,h,3077.84,434.87,3537.83,710.51,45.24349699557342,12.17369301,,,,,,,,,
0,6.246154100481023,3.259104141295735,0.7324768203192609,0.14011964648666037,361.0530292741861,37.01983944630169,71.15353260291327,distr,y,u,distr,e,h,3077.84,434.87,3537.83,710.51,57.28187952192344,12.17365942,,,,,,,,,
0,7.054140419192194,2.5840362384209032,0.7466859354868596,0.19178575508596546,328.32490423631214,91.41811019120206,38.645077849585476,distr,y,u,distr,e,h,266.1,133.03,3537.83,710.51,82.06477434458606,12.08047081,,,,,,,,,
0,7.3006579219449605,3.4880424526612805,0.69336303517589,0.37599995983752077,519.3625051279109,88.67602104504235,72.00854323025156,distr,y,u,distr,e,h,3077.84,434.87,3537.83,710.51,74.67617329112892,12.17365942,,,,,,,,,
0,6.567309139284098,2.0872284869567816,0.5044683150596103,0.24814357774548523,337.5063364180319,56.75295582849387,41.485412147172106,distr,y,u,distr,e,h,307.02,136.11,3537.83,710.51,63.80186521810198,12.12664269,,,,,,,,,
0,6.234574574139895,3.2242544666890733,0.5801313366463443,0.34929323529449174,460.5329362247805,77.28718341990842,72.8325127513875,distr,y,u,distr,e,h,3077.84,434.87,3537.83,710.51,98.46504110084759,12.17365942,,,,,,,,,
0,6.407428097410947,2.9275344821307776,0.72878359164859,0.22056390297091463,449.62949588692004,51.70275993169852,70.31124819532681,distr,y,u,distr,e,h,309.89,136.34,3537.83,710.51,54.46204183580144,12.12664269,,,,,,,,,
0,6.7567491699631494,2.408866522729659,0.6734508914962324,0.14594815438149794,257.6046878539318,91.78563220992118,30.57737627817238,distr,y,u,distr,e,h,302.06,149.91,3537.83,710.51,93.27984378120536,12.0804672,,,,,,,,,
0,5.057189765468609,2.8962309096027647,0.7214419187735861,0.1183984427529459,353.90004041801745,60.839468829212315,64.59078383876985,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,56.80959592553644,12.39722587,,,,,,,,,
0,5.968074379084311,2.976096669061212,0.7643088472045547,0.2115356405305605,579.8403254823074,57.376922038183864,68.63968753483647,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,43.791811760466054,12.39720755,,,,,,,,,
4,6.034942913358331,4.415000118305404,0.5936122217564794,0.35172118116107376,323.5174406809072,49.998192112580924,75.71747597879991,distr,e,u,foc,e,h,752.38,229.39,2836.39,202.31,82.21863926945312,12.34536229,,,,,,,,,
0,5.486176809622587,2.5221954330283856,0.7759890966413163,0.19519637948852442,349.0493141678885,90.47836477995614,75.27941027596947,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,50.45679118960851,12.39720755,,,,,,,,,
4,7.078252141264142,3.5617511320617306,0.6275219918257479,0.27654484216034636,555.9361473516392,81.3921076247376,59.857793766496414,distr,e,u,foc,e,h,1241.96,193.82,2881.39,201.67,76.79031952962147,12.34535941,,,,,,,,,
0,7.26380165253863,2.322082115961986,0.5317657441915651,0.21483522471214525,596.9801913786723,78.76897734535281,95.09042567034437,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,98.02081688271828,12.39720755,,,,,,,,,
